case_id,ACT_1,ACT_2,ACT_3,ACT_4,Span_in_minutes
Case 63,Lapping - Machine 1,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,0
Case 63,Lapping - Machine 1,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,0
Case 63,Grinding Rework,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,229
Case 63,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,0
Case 63,Lapping - Machine 1,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,1
Case 63,Lapping - Machine 1,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,0
Case 63,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,91
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,183
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,39
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,413
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,131
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,509
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,150
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Turning & Milling Q.C.,637
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Turning & Milling Q.C.,Round Grinding - Machine 2,552
Case 63,Round Grinding - Machine 2,Turning & Milling Q.C.,Round Grinding - Machine 2,Round Grinding - Machine 2,202
Case 63,Turning & Milling Q.C.,Round Grinding - Machine 2,Round Grinding - Machine 2,Turning & Milling Q.C.,637
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Turning & Milling Q.C.,Round Grinding - Machine 2,565
Case 63,Round Grinding - Machine 2,Turning & Milling Q.C.,Round Grinding - Machine 2,Lapping - Machine 1,447
Case 63,Turning & Milling Q.C.,Round Grinding - Machine 2,Lapping - Machine 1,Round Grinding - Machine 2,198
Case 63,Round Grinding - Machine 2,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,168
Case 63,Lapping - Machine 1,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,205
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,144
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,518
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,332
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,116
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,589
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Final Inspection Q.C.,56
Case 63,Round Grinding - Machine 2,Round Grinding - Machine 2,Final Inspection Q.C.,Final Inspection Q.C.,592
Case 63,Round Grinding - Machine 2,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,268
Case 63,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,90
Case 63,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,171
Case 63,Final Inspection Q.C.,Final Inspection Q.C.,Grinding Rework - Machine 12,Final Inspection Q.C.,110
Case 63,Final Inspection Q.C.,Grinding Rework - Machine 12,Final Inspection Q.C.,Final Inspection Q.C.,281
Case 63,Grinding Rework - Machine 12,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,210
Case 63,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,100
Case 63,Final Inspection Q.C.,Final Inspection Q.C.,Final Inspection Q.C.,Packing,20
Case 63,Final Inspection Q.C.,Final Inspection Q.C.,Packing,Final Inspection Q.C.,20
Case 64,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,450
Case 64,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,400
Case 64,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,339
Case 64,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,397
Case 64,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,162
Case 65,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,60
Case 65,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,51
Case 65,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,304
Case 66,Turning - Machine 8,Turning - Machine 8,Turning Q.C.,Flat Grinding - Machine 11,40
Case 66,Turning - Machine 8,Turning Q.C.,Flat Grinding - Machine 11,Lapping - Machine 1,147
Case 66,Flat Grinding - Machine 11,Lapping - Machine 1,Wire Cut - Machine 18,Turning Q.C.,57
Case 66,Lapping - Machine 1,Wire Cut - Machine 18,Turning Q.C.,Lapping - Machine 1,127
Case 66,Wire Cut - Machine 18,Turning Q.C.,Lapping - Machine 1,Laser Marking - Machine 7,150
Case 66,Turning Q.C.,Lapping - Machine 1,Laser Marking - Machine 7,Packing,205
Case 66,Lapping - Machine 1,Laser Marking - Machine 7,Packing,Final Inspection Q.C.,0
Case 67,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 4,187
Case 67,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 4,Turning & Milling - Machine 5,104
Case 67,Turning & Milling - Machine 5,Turning & Milling - Machine 4,Turning & Milling - Machine 5,Turning & Milling - Machine 5,436
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 4,360
Case 67,Turning & Milling - Machine 5,Turning & Milling - Machine 5,Turning & Milling - Machine 4,Turning & Milling - Machine 4,334
Case 67,Turning & Milling - Machine 5,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,460
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,434
Case 67,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,541
Case 67,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,100
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,477
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,224
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,180
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,288
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,229
Case 67,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,184
Case 67,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,Laser Marking - Machine 7,371
Case 67,Turning & Milling Q.C.,Laser Marking - Machine 7,Laser Marking - Machine 7,Lapping - Machine 1,190
Case 67,Lapping - Machine 1,Grinding Rework,Grinding Rework,Lapping - Machine 1,0
Case 68,Turning - Machine 21,Turning - Machine 8,Final Inspection Q.C.,Packing,270
Case 68,Turning - Machine 8,Final Inspection Q.C.,Packing,Final Inspection Q.C.,60
Case 7,Turning & Milling - Machine 4,Setup - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,467
Case 7,Setup - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,113
Case 7,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,489
Case 7,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,147
Case 7,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Flat Grinding - Machine 11,36
Case 7,Turning & Milling - Machine 4,Turning & Milling Q.C.,Flat Grinding - Machine 11,Lapping - Machine 1,45
Case 7,Turning & Milling Q.C.,Flat Grinding - Machine 11,Lapping - Machine 1,Laser Marking - Machine 7,1
Case 7,Flat Grinding - Machine 11,Lapping - Machine 1,Laser Marking - Machine 7,Final Inspection Q.C.,0
Case 7,Lapping - Machine 1,Laser Marking - Machine 7,Final Inspection Q.C.,Final Inspection Q.C.,0
Case 7,Laser Marking - Machine 7,Final Inspection Q.C.,Final Inspection Q.C.,Packing,0
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,661
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,523
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,325
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,157
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,243
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,265
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,583
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,319
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling Q.C.,183
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 9,371
Case 70,Turning & Milling Q.C.,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,16
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,59
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,124
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,320
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,392
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,260
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,446
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,451
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,146
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,34
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,0
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,227
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,523
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Fix EDM,Turning & Milling Q.C.,168
Case 70,Turning & Milling - Machine 9,Fix EDM,Turning & Milling Q.C.,Turning & Milling - Machine 9,437
Case 70,Fix EDM,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,121
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,539
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,486
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,365
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,0
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,120
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,100
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 9,Fix EDM,Turning & Milling Q.C.,40
Case 70,Turning & Milling - Machine 9,Fix EDM,Turning & Milling Q.C.,Turning & Milling - Machine 8,396
Case 70,Fix EDM,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 8,60
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,28
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,731
Case 70,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 8,690
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,93
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,262
Case 70,Turning & Milling - Machine 8,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 8,501
Case 70,Turning & Milling Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning Q.C.,56
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning Q.C.,Turning & Milling - Machine 9,607
Case 70,Turning & Milling - Machine 8,Turning Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 8,309
Case 70,Turning Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 8,Turning & Milling - Machine 8,60
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,363
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 9,444
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling - Machine 9,79
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,636
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning Q.C.,81
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning Q.C.,Turning & Milling - Machine 8,238
Case 70,Turning & Milling - Machine 9,Turning Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 9,226
Case 70,Turning Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling Q.C.,120
Case 70,Turning & Milling - Machine 9,Turning & Milling Q.C.,Fix EDM,Turning Q.C.,407
Case 70,Turning & Milling Q.C.,Fix EDM,Turning Q.C.,Turning & Milling - Machine 9,173
Case 70,Turning Q.C.,Turning & Milling - Machine 9,Grinding Rework - Machine 12,Turning & Milling - Machine 8,403
Case 70,Turning & Milling - Machine 9,Grinding Rework - Machine 12,Turning & Milling - Machine 8,Turning Q.C.,420
Case 70,Grinding Rework - Machine 12,Turning & Milling - Machine 8,Turning Q.C.,Turning & Milling - Machine 8,90
Case 70,Turning & Milling - Machine 8,Turning Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 9,145
Case 70,Turning Q.C.,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling - Machine 8,241
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling - Machine 8,Turning & Milling - Machine 9,101
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling - Machine 9,450
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 8,484
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 8,Turning & Milling - Machine 8,498
Case 70,Turning & Milling - Machine 9,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 9,520
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning Q.C.,447
Case 70,Turning & Milling - Machine 8,Turning & Milling - Machine 9,Turning Q.C.,Turning & Milling - Machine 8,480
Case 70,Turning & Milling - Machine 9,Turning Q.C.,Turning & Milling - Machine 8,Turning Q.C.,65
Case 71,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Packing,Turning Q.C.,143
Case 71,Turning & Milling - Machine 10,Packing,Turning Q.C.,Laser Marking - Machine 7,197
Case 71,Packing,Turning Q.C.,Laser Marking - Machine 7,Flat Grinding - Machine 11,0
Case 71,Turning Q.C.,Laser Marking - Machine 7,Flat Grinding - Machine 11,Final Inspection Q.C.,4
Case 72,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,Flat Grinding - Machine 11,574
Case 72,Turning & Milling - Machine 8,Turning & Milling Q.C.,Flat Grinding - Machine 11,Flat Grinding - Machine 11,46
Case 72,Turning & Milling Q.C.,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Laser Marking - Machine 7,86
Case 72,Flat Grinding - Machine 11,Flat Grinding - Machine 11,Laser Marking - Machine 7,Flat Grinding - Machine 11,0
Case 72,Flat Grinding - Machine 11,Laser Marking - Machine 7,Flat Grinding - Machine 11,Packing,1
Case 72,Laser Marking - Machine 7,Flat Grinding - Machine 11,Packing,Packing,206
Case 72,Flat Grinding - Machine 11,Packing,Packing,Final Inspection Q.C.,0
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,8
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,552
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,209
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,173
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,131
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,76
Case 73,Turning & Milling - Machine 4,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,338
Case 73,Turning & Milling Q.C.,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,62
Case 73,Turning & Milling - Machine 4,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,262
Case 73,Turning & Milling - Machine 4,Turning & Milling Q.C.,Laser Marking - Machine 7,Round Grinding - Machine 2,148
Case 73,Turning & Milling Q.C.,Laser Marking - Machine 7,Round Grinding - Machine 2,Round Grinding - Machine 2,22
Case 73,Laser Marking - Machine 7,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,20
Case 73,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,109
Case 73,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,34
Case 73,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,250
Case 73,Round Grinding - Machine 2,Round Grinding - Machine 2,Round Grinding - Q.C.,Packing,54
Case 73,Round Grinding - Machine 2,Round Grinding - Q.C.,Packing,Final Inspection Q.C.,135
Case 75,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,64
Case 75,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,259
Case 75,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,205
Case 75,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,180
Case 75,Turning & Milling - Machine 8,Turning & Milling - Machine 8,Turning & Milling Q.C.,Laser Marking - Machine 7,210
Case 75,Turning & Milling - Machine 8,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,60
Case 75,Turning & Milling Q.C.,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 12,80
Case 75,Laser Marking - Machine 7,Lapping - Machine 1,Round Grinding - Machine 12,Round Grinding - Machine 12,1
Case 75,Lapping - Machine 1,Round Grinding - Machine 12,Round Grinding - Machine 12,Round Grinding - Machine 12,38
Case 75,Round Grinding - Machine 12,Round Grinding - Machine 12,Round Grinding - Machine 12,Packing,90
Case 75,Round Grinding - Machine 12,Round Grinding - Machine 12,Packing,Final Inspection Q.C.,240
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,386
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,316
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,456
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,438
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,265
Case 77,Turning & Milling - Machine 9,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,636
Case 77,Turning & Milling Q.C.,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,180
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,605
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 10,651
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 9,Turning & Milling - Machine 10,Turning & Milling - Machine 10,615
Case 77,Turning & Milling - Machine 9,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Round Grinding - Machine 3,130
Case 77,Turning & Milling - Machine 10,Turning & Milling - Machine 10,Round Grinding - Machine 3,Turning & Milling - Machine 10,382
Case 77,Turning & Milling - Machine 10,Round Grinding - Machine 3,Turning & Milling - Machine 10,Round Grinding - Machine 3,223
Case 77,Round Grinding - Machine 3,Turning & Milling - Machine 10,Round Grinding - Machine 3,Turning & Milling - Machine 10,90
Case 77,Turning & Milling - Machine 10,Round Grinding - Machine 3,Turning & Milling - Machine 10,Turning & Milling Q.C.,390
Case 77,Round Grinding - Machine 3,Turning & Milling - Machine 10,Turning & Milling Q.C.,Laser Marking - Machine 7,270
Case 77,Turning & Milling - Machine 10,Turning & Milling Q.C.,Laser Marking - Machine 7,Round Grinding - Machine 12,370
Case 77,Turning & Milling Q.C.,Laser Marking - Machine 7,Round Grinding - Machine 12,Flat Grinding - Machine 11,51
Case 77,Laser Marking - Machine 7,Round Grinding - Machine 12,Flat Grinding - Machine 11,Lapping - Machine 1,0
Case 77,Round Grinding - Machine 12,Flat Grinding - Machine 11,Lapping - Machine 1,Flat Grinding - Machine 11,100
Case 77,Flat Grinding - Machine 11,Lapping - Machine 1,Flat Grinding - Machine 11,Round Grinding - Machine 3,1
Case 77,Lapping - Machine 1,Flat Grinding - Machine 11,Round Grinding - Machine 3,Round Grinding - Machine 12,0
Case 77,Flat Grinding - Machine 11,Round Grinding - Machine 3,Round Grinding - Machine 12,Lapping - Machine 1,161
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 12,Lapping - Machine 1,Flat Grinding - Machine 11,189
Case 77,Round Grinding - Machine 12,Lapping - Machine 1,Flat Grinding - Machine 11,Lapping - Machine 1,342
Case 77,Lapping - Machine 1,Flat Grinding - Machine 11,Lapping - Machine 1,Turning & Milling - Machine 10,0
Case 77,Flat Grinding - Machine 11,Lapping - Machine 1,Turning & Milling - Machine 10,Lapping - Machine 1,272
Case 77,Lapping - Machine 1,Turning & Milling - Machine 10,Lapping - Machine 1,Round Grinding - Machine 3,273
Case 77,Turning & Milling - Machine 10,Lapping - Machine 1,Round Grinding - Machine 3,Turning & Milling - Machine 10,635
Case 77,Lapping - Machine 1,Round Grinding - Machine 3,Turning & Milling - Machine 10,Round Grinding - Q.C.,214
Case 77,Round Grinding - Machine 3,Turning & Milling - Machine 10,Round Grinding - Q.C.,Turning & Milling Q.C.,167
Case 77,Turning & Milling - Machine 10,Round Grinding - Q.C.,Turning & Milling Q.C.,Turning - Machine 8,61
Case 77,Round Grinding - Q.C.,Turning & Milling Q.C.,Turning - Machine 8,Turning & Milling - Machine 10,100
Case 77,Turning & Milling Q.C.,Turning - Machine 8,Turning & Milling - Machine 10,Flat Grinding - Machine 11,100
Case 77,Turning - Machine 8,Turning & Milling - Machine 10,Flat Grinding - Machine 11,Round Grinding - Q.C.,711
Case 77,Turning & Milling - Machine 10,Flat Grinding - Machine 11,Round Grinding - Q.C.,Turning & Milling Q.C.,129
Case 77,Flat Grinding - Machine 11,Round Grinding - Q.C.,Turning & Milling Q.C.,Round Grinding - Machine 3,337
Case 77,Round Grinding - Q.C.,Turning & Milling Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 12,230
Case 77,Turning & Milling Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 12,Turning & Milling Q.C.,230
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 12,Turning & Milling Q.C.,Round Grinding - Q.C.,184
Case 77,Round Grinding - Machine 12,Turning & Milling Q.C.,Round Grinding - Q.C.,Round Grinding - Machine 3,70
Case 77,Turning & Milling Q.C.,Round Grinding - Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 12,280
Case 77,Round Grinding - Q.C.,Round Grinding - Machine 3,Round Grinding - Machine 12,Lapping - Machine 1,285
Case 77,Round Grinding - Machine 3,Round Grinding - Machine 12,Lapping - Machine 1,Turning & Milling Q.C.,141
Case 77,Round Grinding - Machine 12,Lapping - Machine 1,Turning & Milling Q.C.,Lapping - Machine 1,131
Case 77,Lapping - Machine 1,Turning & Milling Q.C.,Lapping - Machine 1,Round Grinding - Machine 12,1361
Case 77,Turning & Milling Q.C.,Lapping - Machine 1,Round Grinding - Machine 12,Packing,260
Case 77,Lapping - Machine 1,Round Grinding - Machine 12,Packing,Round Grinding - Q.C.,327
Case 77,Round Grinding - Machine 12,Packing,Round Grinding - Q.C.,Turning - Machine 8,326
