case_id,SUB_ACT_1,ACT_1,ACT_COMB_1,SUB_ACT_2,ACT_2,ACT_COMB_2,SUB_ACT_3,ACT_3,ACT_COMB_3,SUB_ACT_4,ACT_4,ACT_COMB_4,index,duration_in_days,problem_latest_impact,st_org_line_3,st_function_div,owner_st,product,country,action_owner_country,action_owner_first_name
1-351314317,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,40,0,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-351314317,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,40,685,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,POLAND,Ewa
1-353818791,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,42,258,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Martin
1-353818791,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,42,259,Low,Org line C,C_3,G292 3rd,PROD815,se,Sweden,Martin
1-354039443,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,43,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-354039443,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,43,681,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-354090772,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,44,15,Medium,Org line F,,G207 2nd,PROD48,se,Sweden,Roger
1-354090772,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,44,15,Medium,Org line F,,G207 2nd,PROD48,se,Sweden,Roger
1-354090772,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,44,0,Medium,Org line F,,G207 2nd,PROD48,se,Sweden,Roger
1-354090772,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,44,0,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,Sweden,Henrik
1-354090772,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,44,0,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,Sweden,Henrik
1-354090772,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,44,405,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Ewa
1-354090772,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,44,405,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Ewa
1-354090772,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,44,226,Medium,Org line A2,A2_2,G357 2nd,PROD48,se,POLAND,Katarzyna
1-354350908,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,45,703,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-354376900,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,46,715,Medium,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-356055231,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,47,7,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Henrik
1-356055231,Wait,Accepted,Accepted/Wait,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,47,7,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Henrik
1-356055231,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,47,0,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,Sweden,Henrik
1-356055231,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,47,636,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Katarzyna
1-356055231,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,47,636,Medium,Org line A2,A2_2,G357 2nd,PROD46,se,POLAND,Katarzyna
1-356879617,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,48,0,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-356879617,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,48,0,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-356879617,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,48,0,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,48,0,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,48,0,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,48,0,Low,Org line A2,A2_2,G21 2nd,PROD96,us,Sweden,Naga
1-356879617,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,48,692,Low,Org line G3,,G199 3rd,PROD96,us,Sweden,Naga
1-357087417,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,49,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-357087417,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,49,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-357087417,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,49,667,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Naga
1-358038911,In Progress,Accepted,Accepted/In Progress,Unmatched,Unmatched,Unmatched/Unmatched,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,51,166,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-358038911,Unmatched,Unmatched,Unmatched/Unmatched,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,51,158,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-358038911,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,51,519,Medium,Org line G4,,S30 2nd,PROD410,se,Sweden,Daniel
1-359215498,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,53,398,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Damian
1-359215498,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,53,231,Medium,Org line A2,A2_2,G357 2nd,PROD47,se,POLAND,Damian
1-359841262,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,55,0,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,55,0,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,55,0,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,55,0,High,Org line A2,A2_2,G4 2nd,PROD753,cn,POLAND,Pawel
1-359841262,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,55,131,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-359841262,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,55,543,High,Org line A2,A2_2,M1 2nd,PROD753,cn,POLAND,Pawel
1-359841262,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,55,549,High,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-360072755,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,56,540,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,POLAND,Mateusz
1-360072755,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,56,446,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,Sweden,Tomas
1-360072755,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,56,131,Medium,Org line A2,A2_2,M1 2nd,PROD681,se,Sweden,Tomas
1-360072755,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,56,115,Medium,Org line A2,A2_2,G167 2nd,PROD681,se,Sweden,Niklas
1-360464815,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,57,451,Medium,Org line A2,D_1,L50 3rd,PROD611,in,Sweden,Panigrahy
1-363206822,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,61,0,Low,Org line A2,A2_2,G4 2nd,PROD753,cn,POLAND,Pawel
1-363206822,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,61,528,Low,Org line A2,A2_2,G4 2nd,PROD753,cn,POLAND,Pawel
1-363206822,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,61,683,Low,Org line A2,A2_2,M1 2nd,PROD753,cn,Sweden,Tomas
1-363549934,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,62,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-363549934,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,62,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-363549934,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,62,661,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Kannan
1-364018090,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,63,1,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364018090,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,63,0,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364018090,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,63,0,Major,Org line C,V3_3,V42 2nd,PROD808,fr,France,Celine
1-364018090,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,63,190,Major,Org line C,C_5,L65 3rd,PROD808,fr,France,Celine
1-364458525,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,64,729,Medium,Org line A2,A2_3,G349 3rd,PROD40,se,Sweden,Ann
1-364528467,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,65,0,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,Sweden,Y
1-364528467,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,65,0,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,Sweden,Y
1-364528467,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,65,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-364528467,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,65,658,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Kannan
1-365052802,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,66,22,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Linda
1-365052802,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Unmatched,Unmatched,Unmatched/Unmatched,Closed,Completed,Completed/Closed,66,0,High,Org line G4,,G51 2nd,PROD798,se,Sweden,Ing-Marie
1-365189372,In Progress,Accepted,Accepted/In Progress,Unmatched,Unmatched,Unmatched/Unmatched,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,67,686,Low,Org line G4,,S30 2nd,PROD412,se,Sweden,Gustav
1-365702595,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,68,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-365702595,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,68,0,Medium,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-365702595,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,68,631,Medium,Org line G3,,G199 3rd,PROD96,us,Sweden,Kannan
1-366509892,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,70,1,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-366509892,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,70,1,Low,Org line G3,,G199 3rd,PROD96,us,USA,Carolyn
1-366509892,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,70,657,Low,Org line G3,,G199 3rd,PROD96,us,Sweden,Kannan
1-366584206,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,71,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366584206,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,71,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366584206,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,71,636,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Kannan
1-366698569,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,72,6,High,Org line G4,,S29 2nd,PROD368,se,Sweden,Jerker
1-366698569,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,72,238,High,Org line G4,,S29 2nd,PROD368,se,Sweden,Jerker
1-366698569,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,72,434,High,Org line G4,,S29 2nd,PROD368,se,Sweden,Fredrik
1-366698569,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,72,196,High,Org line G4,,S29 2nd,PROD368,se,Sweden,Fredrik
1-366698569,Assigned,Accepted,Accepted/Assigned,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,72,119,High,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Ingemar
1-366698569,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,72,119,High,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Arne
1-366698569,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,72,80,High,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Ingemar
1-366726662,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,73,6,Medium,Org line G4,,S29 2nd,PROD368,se,Sweden,Jerker
1-366726662,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,73,113,Medium,Org line G4,,S29 2nd,PROD368,se,Sweden,Jerker
1-366726662,In Progress,Accepted,Accepted/In Progress,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,73,434,Medium,Org line G4,,S29 2nd,PROD368,se,Sweden,Fredrik
1-366726662,Wait,Accepted,Accepted/Wait,Assigned,Accepted,Accepted/Assigned,Wait,Accepted,Accepted/Wait,Closed,Completed,Completed/Closed,73,321,Medium,Org line G4,,S29 2nd,PROD368,se,Sweden,Fredrik
1-366923538,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,74,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366923538,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,74,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366923538,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,74,0,Medium,Org line A2,A2_2,G21 2nd,PROD98,us,Sweden,Niklas
1-366923538,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,74,0,Medium,Org line G3,,G199 3rd,PROD98,us,USA,Carolyn
1-366923538,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,74,630,Medium,Org line G3,,G199 3rd,PROD98,us,Sweden,Naga
1-367002597,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,75,635,Medium,Org line C,C_5,G120 3rd,PROD607,se,Sweden,Helena
1-367648732,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,76,1,Low,Org line G3,,G199 3rd,PROD95,us,USA,Carolyn
1-367648732,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,76,1,Low,Org line G3,,G199 3rd,PROD95,us,USA,Carolyn
1-367648732,In Progress,Accepted,Accepted/In Progress,Assigned,Accepted,Accepted/Assigned,In Progress,Accepted,Accepted/In Progress,Closed,Completed,Completed/Closed,76,653,Low,Org line G3,,G199 3rd,PROD95,us,Sweden,Naga
1-367921041,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,77,17,Medium,Org line B,E_10,G230 2nd,PROD262,in,France,Lionel
1-367921041,Awaiting Assignment,Queued,Queued/Awaiting Assignment,In Progress,Accepted,Accepted/In Progress,Awaiting Assignment,Queued,Queued/Awaiting Assignment,Awaiting Assignment,Queued,Queued/Awaiting Assignment,77,32,Medium,Org line B,E_10,G230 2nd,PROD262,in,France,Lionel
