Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Span,Work Order Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 47,Lapping - Machine 1,Machine 1 - Lapping,26:00.0,41:00.0,000:00,10,Ballnut,ID0998,D,1,0,0,
Case 47,Round Grinding - Machine 2,Machine 2 - Round Grinding,00:00.0,00:00.0,002:00,10,Ballnut,ID4355,D,9,0,0,
Case 47,Final Inspection Q.C.,Quality Check 1,16:00.0,26:00.0,006:10,10,Ballnut,ID4618,D,10,0,0,
Case 47,Packing,Packing,00:00.0,00:00.0,000:00,10,Ballnut,ID4820,D,10,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,27:00.0,08:00.0,007:41,30,Cable Head,ID4167,S,0,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,48:00.0,55:00.0,004:07,30,Cable Head,ID4932,S,2,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,56:00.0,43:00.0,006:47,30,Cable Head,ID4932,D,23,0,0,
Case 48,Turning & Milling Q.C.,Quality Check 1,00:00.0,40:00.0,001:40,30,Cable Head,ID4287,D,0,0,0,
Case 48,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,00:00.0,28:00.0,002:28,30,Cable Head,ID4167,D,5,0,0,
Case 48,Turning & Milling Q.C.,Quality Check 1,50:00.0,33:00.0,000:43,30,Cable Head,ID4287,D,29,1,0,
Case 48,Laser Marking - Machine 7,Machine 7- Laser Marking,56:00.0,24:00.0,000:28,30,Cable Head,ID0998,D,29,0,0,
Case 48,Lapping - Machine 1,Machine 1 - Lapping,24:00.0,07:00.0,001:43,30,Cable Head,ID0998,D,29,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,18:00.0,34:00.0,005:16,30,Cable Head,ID4528,S,2,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,24:00.0,33:00.0,007:09,30,Cable Head,ID4872,D,5,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,02:00.0,53:00.0,004:51,30,Cable Head,ID4528,D,10,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,47:00.0,54:00.0,005:07,30,Cable Head,ID4872,D,12,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,51:00.0,55:00.0,003:04,30,Cable Head,ID4355,S,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,09:00.0,15:00.0,001:06,30,Cable Head,ID4385,S,0,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,11:00.0,48:00.0,008:37,30,Cable Head,ID4528,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,17:00.0,15:00.0,001:58,30,Cable Head,ID4385,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,04:00.0,55:00.0,003:51,30,Cable Head,ID4385,D,0,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,00:00.0,12:00.0,001:12,30,Cable Head,ID4872,S,0,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,13:00.0,48:00.0,000:35,30,Cable Head,ID4872,D,0,0,0,
Case 48,Round Grinding - Manual,Machine 27 - Grinding,48:00.0,44:00.0,005:56,30,Cable Head,ID4872,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,04:00.0,42:00.0,003:38,30,Cable Head,ID4355,D,18,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,59:00.0,47:00.0,008:48,30,Cable Head,ID4528,D,0,0,0,
Case 48,Round Grinding - Machine 2,Machine 2 - Round Grinding,06:00.0,46:00.0,006:40,30,Cable Head,ID4872,D,11,0,0,
Case 48,Packing,Packing,00:00.0,00:00.0,000:00,30,Cable Head,ID4491,D,18,0,0,
Case 48,Final Inspection Q.C.,Quality Check 1,47:00.0,47:00.0,005:00,30,Cable Head,ID4493,D,18,0,0,
Case 48,Round Grinding - Machine 12,Machine 12 - Grinding,08:00.0,37:00.0,006:29,30,Cable Head,ID4528,D,0,0,0,
Case 48,Packing,Packing,00:00.0,00:00.0,000:00,30,Cable Head,ID4820,D,9,0,0,
Case 48,Final Inspection Q.C.,Quality Check 1,53:00.0,27:00.0,002:34,30,Cable Head,ID4493,D,9,0,0,
Case 48,Grinding Rework - Machine 27,Machine 27 - Grinding,15:00.0,30:00.0,003:15,30,Cable Head,ID4528,D,0,0,0,
Case 48,Packing,Packing,00:00.0,00:00.0,000:00,30,Cable Head,ID4820,D,2,0,0,
Case 48,Final Inspection Q.C.,Quality Check 1,27:00.0,42:00.0,000:00,30,Cable Head,ID4493,D,2,0,0,
Case 49,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,19:00.0,00:00.0,008:41,7,Ballnut,ID0997,S,0,0,0,
Case 49,Turning & Milling Q.C.,Quality Check 1,05:00.0,10:00.0,001:05,7,Ballnut,ID4163,S,0,0,0,
Case 49,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,32:00.0,35:00.0,003:03,7,Ballnut,ID0997,D,6,0,0,
Case 49,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,00:00.0,15:00.0,000:00,7,Ballnut,ID0937,D,0,1,0,
Case 49,Turning & Milling Q.C.,Quality Check 1,46:00.0,37:00.0,001:51,7,Ballnut,ID4618,D,6,0,0,
Case 49,Flat Grinding - Machine 11,Machine 11 - Grinding,55:00.0,35:00.0,000:40,7,Ballnut,ID4872,D,6,0,0,
Case 49,Turning & Milling Q.C.,Quality Check 1,00:00.0,57:00.0,001:57,7,Ballnut,ID4618,D,0,0,0,
Case 49,Laser Marking - Machine 7,Machine 7- Laser Marking,58:00.0,23:00.0,000:25,7,Ballnut,ID0998,D,6,0,0,
Case 49,Lapping - Machine 1,Machine 1 - Lapping,31:00.0,46:00.0,000:00,7,Ballnut,ID0998,D,6,0,0,
Case 49,Packing,Packing,00:00.0,00:00.0,000:00,7,Ballnut,ID4820,D,6,0,0,
Case 49,Final Inspection Q.C.,Quality Check 1,00:00.0,33:00.0,000:33,7,Ballnut,ID4618,D,6,0,0,
Case 5,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,17:00.0,14:00.0,004:57,15,Bearing,ID0997,S,0,0,0,
Case 5,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,14:00.0,43:00.0,000:29,15,Bearing,ID0997,D,8,0,0,
Case 50,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,35:00.0,36:00.0,000:01,9,Ballnut,ID0997,S,0,0,0,
Case 50,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,36:00.0,29:00.0,000:53,9,Ballnut,ID0997,S,0,0,0,
Case 50,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,20:00.0,08:00.0,005:48,9,Ballnut,ID0997,S,0,0,0,
Case 50,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,09:00.0,35:00.0,002:26,9,Ballnut,ID0997,D,9,0,0,
Case 50,Turning & Milling Q.C.,Quality Check 1,21:00.0,09:00.0,002:48,9,Ballnut,ID4618,D,9,0,0,
Case 50,Laser Marking - Machine 7,Machine 7- Laser Marking,24:00.0,39:00.0,000:00,9,Ballnut,ID0998,D,9,0,0,
Case 50,Lapping - Machine 1,Machine 1 - Lapping,24:00.0,24:00.0,000:46,9,Ballnut,ID0998,D,9,0,0,
Case 50,Packing,Packing,00:00.0,00:00.0,000:00,9,Ballnut,ID4820,D,7,0,0,
Case 50,Final Inspection Q.C.,Quality Check 1,34:00.0,56:00.0,002:22,9,Ballnut,ID4618,D,7,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,09:00.0,36:00.0,001:27,75,Ballnut,ID0997,D,13,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,28:00.0,38:00.0,002:10,75,Ballnut,ID4219,S,0,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,39:00.0,11:00.0,001:32,75,Ballnut,ID4219,B,0,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,11:00.0,58:00.0,000:47,75,Ballnut,ID4219,S,0,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,52:00.0,19:00.0,002:27,75,Ballnut,ID4219,S,1,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,20:00.0,42:00.0,000:22,75,Ballnut,ID4219,B,0,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,42:00.0,02:00.0,008:20,75,Ballnut,ID4219,D,43,0,0,
Case 52,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,49:00.0,43:00.0,003:54,75,Ballnut,ID4219,D,18,0,0,
Case 52,Turning & Milling Q.C.,Quality Check 1,31:00.0,46:00.0,000:00,75,Ballnut,ID4618,D,75,0,0,
Case 52,Flat Grinding - Machine 11,Machine 11 - Grinding,33:00.0,08:00.0,001:35,75,Ballnut,ID4882,D,75,0,0,
Case 52,Laser Marking - Machine 7,Machine 7- Laser Marking,51:00.0,52:00.0,000:01,75,Ballnut,ID4882,D,0,0,0,
Case 52,Laser Marking - Machine 7,Machine 7- Laser Marking,41:00.0,21:00.0,000:40,75,Ballnut,ID4882,D,75,0,0,
Case 52,Final Inspection Q.C.,Quality Check 1,53:00.0,01:00.0,002:08,75,Ballnut,ID4618,D,0,0,0,
Case 52,Final Inspection Q.C.,Quality Check 1,14:00.0,15:00.0,000:01,75,Ballnut,ID4618,D,75,0,0,
Case 52,Packing,Packing,00:00.0,00:00.0,000:00,75,Ballnut,ID4820,D,42,0,0,
Case 52,Packing,Packing,00:00.0,00:00.0,000:00,75,Ballnut,ID4820,D,33,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,50:00.0,56:00.0,002:06,10,Wheel,ID0997,S,0,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,24:00.0,32:00.0,001:08,10,Wheel,ID4219,S,0,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,33:00.0,52:00.0,001:19,10,Wheel,ID4219,B,0,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,53:00.0,53:00.0,002:00,10,Wheel,ID4219,S,1,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,54:00.0,39:00.0,001:45,10,Wheel,ID4219,D,9,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,39:00.0,26:00.0,003:47,10,Wheel,ID4219,S,0,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,00:00.0,001:00,10,Wheel,ID0997,S,0,0,0,
Case 53,Turning & Milling Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,10,Wheel,ID4287,D,0,0,0,
Case 53,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,30:00.0,003:30,10,Wheel,ID0997,D,9,0,0,
Case 53,Turning & Milling Q.C.,Quality Check 1,20:00.0,31:00.0,000:11,10,Wheel,ID4287,D,9,1,0,
Case 53,Turning & Milling Q.C.,Quality Check 1,00:00.0,08:00.0,001:08,10,Wheel,ID4287,D,9,0,0,
Case 53,Laser Marking - Machine 7,Machine 7- Laser Marking,39:00.0,21:00.0,001:42,10,Wheel,ID0998,D,9,0,0,
Case 53,Flat Grinding - Machine 11,Machine 11 - Grinding,20:00.0,21:00.0,000:01,10,Wheel,ID0998,D,9,0,0,
Case 53,Round Grinding - Machine 12,Machine 12 - Grinding,35:00.0,45:00.0,001:10,10,Wheel,ID0998,S,0,0,0,
Case 53,Round Grinding - Machine 12,Machine 12 - Grinding,30:00.0,21:00.0,001:51,10,Wheel,ID4872,D,9,0,0,
Case 53,Final Inspection Q.C.,Quality Check 1,30:00.0,30:00.0,003:00,10,Wheel,ID4287,D,0,0,0,
Case 53,Final Inspection Q.C.,Quality Check 1,30:00.0,44:00.0,000:14,10,Wheel,ID4287,D,9,0,0,
Case 53,Packing,Packing,00:00.0,00:00.0,000:00,10,Wheel,ID4491,D,9,0,0,
Case 54,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,24:00.0,10:00.0,006:46,24,Ballnut,ID4429,S,0,0,0,
Case 54,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,08:00.0,46:00.0,003:38,24,Ballnut,ID4167,S,0,0,0,
Case 54,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,32:00.0,17:00.0,000:45,24,Ballnut,ID4932,S,0,0,0,
Case 54,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,37:00.0,04:00.0,006:27,24,Ballnut,ID4932,D,11,0,0,
Case 54,Turning & Milling Q.C.,Quality Check 1,39:00.0,38:00.0,000:59,24,Ballnut,ID4287,S,0,0,0,
Case 54,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,05:00.0,59:00.0,006:54,24,Ballnut,ID4167,D,13,0,0,
Case 54,Turning & Milling Q.C.,Quality Check 1,00:00.0,15:00.0,000:15,24,Ballnut,ID4287,D,0,3,0,
Case 54,Flat Grinding - Machine 11,Machine 11 - Grinding,50:00.0,50:00.0,001:00,24,Ballnut,ID0998,D,0,0,0,
Case 54,Flat Grinding - Machine 11,Machine 11 - Grinding,51:00.0,06:00.0,000:00,24,Ballnut,ID0998,D,0,0,0,
Case 54,Turning & Milling Q.C.,Quality Check 1,30:00.0,19:00.0,000:49,24,Ballnut,ID4287,D,21,0,0,
Case 54,Final Inspection Q.C.,Quality Check 1,20:00.0,00:00.0,000:40,24,Ballnut,ID4287,S,0,0,0,
Case 54,Flat Grinding - Machine 11,Machine 11 - Grinding,22:00.0,23:00.0,000:01,24,Ballnut,ID0998,D,21,0,0,
Case 54,Lapping - Machine 1,Machine 1 - Lapping,23:00.0,38:00.0,000:00,24,Ballnut,ID0998,D,21,0,0,
Case 54,Laser Marking - Machine 7,Machine 7- Laser Marking,02:00.0,03:00.0,000:01,24,Ballnut,ID0998,D,21,0,0,
Case 54,Packing,Packing,00:00.0,00:00.0,000:00,24,Ballnut,ID4820,D,21,0,0,
Case 54,Final Inspection Q.C.,Quality Check 1,07:00.0,30:00.0,000:23,24,Ballnut,ID4287,D,21,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,27:00.0,48:00.0,003:21,70,Bearing,ID4132,S,1,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,13:00.0,22:00.0,001:09,70,Bearing,ID4641,S,0,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,22:00.0,44:00.0,009:22,70,Bearing,ID4641,D,11,0,0,
Case 55,Turning & Milling Q.C.,Quality Check 1,59:00.0,30:00.0,000:31,70,Bearing,ID4287,D,0,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,12:00.0,53:00.0,005:41,70,Bearing,ID3846,D,10,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,05:00.0,37:00.0,008:32,70,Bearing,ID4132,D,15,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,58:00.0,27:00.0,000:29,70,Bearing,ID4641,D,1,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,04:00.0,59:00.0,006:55,70,Bearing,ID3846,D,13,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,06:00.0,44:00.0,006:38,70,Bearing,ID4132,D,9,0,0,
Case 55,Turning & Milling Q.C.,Quality Check 1,00:00.0,30:00.0,001:30,70,Bearing,ID4287,D,60,0,0,
Case 55,Laser Marking - Machine 7,Machine 7- Laser Marking,49:00.0,38:00.0,000:49,70,Bearing,ID4882,D,60,0,0,
Case 55,Flat Grinding - Machine 11,Machine 11 - Grinding,00:00.0,15:00.0,000:00,70,Bearing,ID4882,D,0,0,0,
Case 55,Flat Grinding - Machine 11,Machine 11 - Grinding,03:00.0,13:00.0,003:10,70,Bearing,ID4882,D,60,0,0,
Case 55,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,15:00.0,000:00,70,Bearing,ID4882,D,0,0,0,
Case 55,Lapping - Machine 1,Machine 1 - Lapping,07:00.0,37:00.0,001:30,70,Bearing,ID4882,D,60,0,0,
Case 55,Final Inspection Q.C.,Quality Check 1,21:00.0,21:00.0,001:00,70,Bearing,ID4493,D,60,0,0,
Case 55,Packing,Packing,00:00.0,00:00.0,000:00,70,Bearing,ID4820,D,60,0,0,
Case 55,Turn & Mill. & Screw Assem - Machine 10,Machine 10 - Grinding,00:00.0,15:00.0,000:00,70,Bearing,ID0937,D,0,10,0,
Case 56,Turning - Machine 8,Machine 8 - Turning & Milling,40:00.0,09:00.0,001:29,24,Spur Gear,ID4219,B,0,0,0,
Case 56,Turning - Machine 8,Machine 8 - Turning & Milling,06:00.0,08:00.0,004:02,24,Spur Gear,ID0997,S,0,0,0,
Case 56,Packing,Packing,00:00.0,00:00.0,000:00,24,Spur Gear,ID4820,D,24,0,0,
Case 56,Turning - Machine 8,Machine 8 - Turning & Milling,08:00.0,18:00.0,002:10,24,Spur Gear,ID0997,D,24,0,0,
Case 56,Turning Q.C.,Quality Check 1,12:00.0,46:00.0,000:34,24,Spur Gear,ID4618,D,24,0,0,
Case 56,Lapping - Machine 1,Machine 1 - Lapping,12:00.0,25:00.0,001:13,24,Spur Gear,ID0998,D,24,0,0,
Case 56,Laser Marking - Machine 7,Machine 7- Laser Marking,26:00.0,44:00.0,000:18,24,Spur Gear,ID0998,D,24,0,0,
Case 56,Final Inspection Q.C.,Quality Check 1,30:00.0,19:00.0,000:49,24,Spur Gear,ID4618,D,24,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,49:00.0,16:00.0,000:27,28,Adjusting Nut,ID4528,S,0,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,28:00.0,37:00.0,001:09,28,Adjusting Nut,ID4528,S,0,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,02:00.0,14:00.0,002:12,28,Adjusting Nut,ID4872,D,10,0,0,
Case 58,Round Grinding - Manual,Machine 27 - Grinding,14:00.0,12:00.0,006:58,28,Adjusting Nut,ID4528,D,18,0,0,
Case 58,Final Inspection Q.C.,Quality Check 1,50:00.0,11:00.0,008:21,28,Adjusting Nut,ID4618,D,28,0,0,
Case 58,Laser Marking - Machine 7,Machine 7- Laser Marking,09:00.0,24:00.0,000:00,28,Adjusting Nut,ID0998,D,28,0,0,
Case 58,Packing,Packing,00:00.0,00:00.0,000:00,28,Adjusting Nut,ID4820,D,28,0,0,
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,47:00.0,54:00.0,006:07,10,Ballnut,ID4794,S,2,0,0,
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,11:00.0,59:00.0,001:48,10,Ballnut,ID4429,D,7,0,0,
Case 59,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,21:00.0,18:00.0,000:57,10,Ballnut,ID4529,D,1,0,0,
Case 59,Turning & Milling Q.C.,Quality Check 1,20:00.0,10:00.0,000:50,10,Ballnut,ID4618,D,7,0,0,
Case 59,Laser Marking - Machine 7,Machine 7- Laser Marking,51:00.0,56:00.0,000:05,10,Ballnut,ID4718,D,7,0,0,
Case 59,Lapping - Machine 1,Machine 1 - Lapping,57:00.0,35:00.0,000:38,10,Ballnut,ID0420,D,7,0,0,
Case 59,Packing,Packing,00:00.0,00:00.0,000:00,10,Ballnut,ID4820,D,7,0,0,
Case 59,Final Inspection Q.C.,Quality Check 1,27:00.0,08:00.0,001:41,10,Ballnut,ID4618,D,7,0,0,
Case 59,Turning & Milling Q.C.,Quality Check 1,18:00.0,33:00.0,000:00,10,Ballnut,ID4618,D,0,3,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,30:00.0,001:30,73,Bearing,ID0997,S,1,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,12:00.0,36:00.0,000:24,73,Bearing,ID0997,S,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,40:00.0,43:00.0,003:03,73,Bearing,ID4219,S,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,52:00.0,002:52,73,Bearing,ID4219,S,1,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,27:00.0,38:00.0,007:11,73,Bearing,ID0997,S,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,39:00.0,44:00.0,003:05,73,Bearing,ID0997,D,27,0,0,
Case 6,Turning & Milling Q.C.,Quality Check 1,50:00.0,06:00.0,000:16,73,Bearing,ID4618,D,0,0,0,
Case 6,Turning & Milling Q.C.,Quality Check 1,50:00.0,44:00.0,007:54,73,Bearing,ID4618,D,0,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,00:00.0,03:00.0,011:03,73,Bearing,ID4219,D,33,0,0,
Case 6,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,39:00.0,37:00.0,003:58,73,Bearing,ID0997,D,11,0,0,
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,00:00.0,15:00.0,000:00,73,Bearing,ID4882,D,0,0,0,
Case 6,Turning & Milling Q.C.,Quality Check 1,14:00.0,23:00.0,000:09,73,Bearing,ID4618,D,73,0,0,
Case 6,Flat Grinding - Machine 11,Machine 11 - Grinding,31:00.0,16:00.0,000:45,73,Bearing,ID4882,D,73,0,0,
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,39:00.0,26:00.0,000:47,73,Bearing,ID0998,D,72,0,0,
Case 6,Final Inspection Q.C.,Quality Check 1,40:00.0,41:00.0,000:01,73,Bearing,ID4618,D,72,0,0,
Case 6,Packing,Packing,00:00.0,00:00.0,000:00,73,Bearing,ID4820,D,55,0,0,
Case 6,Packing,Packing,00:00.0,00:00.0,000:00,73,Bearing,ID4820,D,17,0,0,
Case 6,Laser Marking - Machine 7,Machine 7- Laser Marking,00:00.0,15:00.0,000:00,73,Bearing,ID0998,D,0,1,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,23:00.0,10:00.0,001:47,15,Assembly 1,ID4219,S,0,0,0,
Case 60,Lapping - Machine 1,Machine 1 - Lapping,00:00.0,20:00.0,000:20,15,Assembly 1,ID0998,D,15,0,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,53:00.0,30:00.0,002:37,15,Assembly 1,ID0997,S,0,0,0,
Case 60,Turning Q.C.,Quality Check 1,00:00.0,00:00.0,001:00,15,Assembly 1,ID4287,S,0,0,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,01:00.0,39:00.0,001:38,15,Assembly 1,ID4219,B,0,0,0,
Case 60,Turning - Machine 8,Machine 8 - Turning & Milling,51:00.0,30:00.0,006:39,15,Assembly 1,ID0997,S,15,0,0,
Case 60,Turning Q.C.,Quality Check 1,00:00.0,58:00.0,000:58,15,Assembly 1,ID4287,D,0,0,0,
Case 60,Turning Q.C.,Quality Check 1,14:00.0,00:00.0,000:46,15,Assembly 1,ID4287,D,15,0,0,
Case 60,Lapping - Machine 1,Machine 1 - Lapping,59:00.0,35:00.0,000:36,15,Assembly 1,ID0998,D,15,0,0,
Case 60,Laser Marking - Machine 7,Machine 7- Laser Marking,36:00.0,47:00.0,000:11,15,Assembly 1,ID4882,D,15,0,0,
Case 60,Final Inspection Q.C.,Quality Check 1,30:00.0,30:00.0,001:00,15,Assembly 1,ID4287,D,0,0,0,
Case 60,Final Inspection Q.C.,Quality Check 1,04:00.0,05:00.0,000:01,15,Assembly 1,ID4287,D,15,0,0,
Case 60,Packing,Packing,00:00.0,00:00.0,000:00,15,Assembly 1,ID4820,D,15,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,47:00.0,27:00.0,004:40,40,Socket,ID3846,S,1,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,27:00.0,05:00.0,000:38,40,Socket,ID3846,B,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,28:00.0,30:00.0,001:02,40,Socket,ID3846,D,3,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,15:00.0,46:00.0,009:31,40,Socket,ID4932,D,27,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,05:00.0,31:00.0,003:26,40,Socket,ID3846,D,9,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,00:00.0,49:00.0,001:49,40,Socket,ID4287,S,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,45:00.0,50:00.0,004:05,40,Socket,ID4641,S,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,03:00.0,53:00.0,001:50,40,Socket,ID3846,S,1,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,30:00.0,30:00.0,001:00,40,Socket,ID4287,D,0,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,54:00.0,24:00.0,001:30,40,Socket,ID3846,S,1,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,46:00.0,14:00.0,002:28,40,Socket,ID3846,D,7,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,05:00.0,34:00.0,004:29,40,Socket,ID4641,D,12,0,0,
Case 61,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,00:00.0,27:00.0,008:27,40,Socket,ID3846,D,19,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,48:00.0,49:00.0,003:01,40,Socket,ID4493,D,39,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,52:00.0,55:00.0,000:03,40,Socket,ID4493,D,0,0,0,
Case 61,Turning & Milling Q.C.,Quality Check 1,54:00.0,09:00.0,000:00,40,Socket,ID4493,D,0,1,0,
Case 61,Stress Relief,Oven,54:00.0,54:00.0,005:06,40,Socket,ID3998,D,39,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,36:00.0,17:00.0,017:41,40,Socket,ID3846,S,0,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,18:00.0,21:00.0,001:03,40,Socket,ID3846,S,0,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,15:00.0,05:00.0,005:50,40,Socket,ID3846,S,1,0,0,
Case 61,Turning Q.C.,Quality Check 1,00:00.0,07:00.0,001:07,40,Socket,ID4287,S,0,0,0,
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,06:00.0,00:00.0,002:54,40,Socket,ID3846,D,6,0,0,Y
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,19:00.0,57:00.0,006:38,40,Socket,ID4641,D,17,0,0,Y
Case 61,Turning - Machine 9,Machine 9 - Turning & Milling,12:00.0,57:00.0,007:45,40,Socket,ID3846,D,15,0,0,Y
Case 61,Turning Q.C.,Quality Check 1,00:00.0,00:00.0,002:00,40,Socket,ID4287,D,39,0,0,
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,00:00.0,15:00.0,000:00,40,Socket,ID4882,D,0,0,0,
Case 61,Laser Marking - Machine 7,Machine 7- Laser Marking,50:00.0,51:00.0,001:01,40,Socket,ID0998,D,39,0,0,
Case 62,Turning & Milling - Machine 8,Machine 8 - Turning & Milling,27:00.0,03:00.0,002:36,9,Ballnut,ID4219,S,0,0,0,
