Problem Number,Problem Change Date,Days count,Problem Change Time,Problem Sub Status,Problem Status,Problem Latest Impact,Problem Involved ST Org line 3,Problem Involved ST Function Div,Problem Involved Owner ST,Product,Country,Problem Involved Action Owner Country,Problem Involved Action Owner First Name
1-653989471,2012-02-03,0,13:48:12+01:00,In Progress,Accepted,High,Org line C,E_7,G153 2nd,PROD597,us,INDIA,Santosh
1-653989471,2012-02-03,0,14:06:37+01:00,Awaiting Assignment,Queued,High,Org line A2,D_1,N31 3rd,PROD597,us,USA,Marilyn
1-653989471,2012-02-29,26,15:09:47+01:00,In Progress,Accepted,High,Org line A2,D_1,N31 3rd,PROD597,us,USA,Marilyn
1-653989471,2012-02-29,0,15:10:27+01:00,Assigned,Accepted,High,Org line A2,D_1,N31 3rd,PROD597,us,USA,Michael
1-653989471,2012-02-29,0,21:10:35+01:00,Closed,Completed,High,Org line A2,D_1,N31 3rd,PROD597,us,USA,Michael
1-654056225,2012-01-27,-33,11:56:56+01:00,In Progress,Accepted,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-01-27,0,12:01:54+01:00,Closed,Completed,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-03-26,59,11:45:31+01:00,In Progress,Accepted,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-03-26,0,11:50:21+01:00,Closed,Completed,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-03-26,0,12:06:30+01:00,In Progress,Accepted,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-03-26,0,12:08:28+01:00,Closed,Completed,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-03-26,0,12:11:54+01:00,In Progress,Accepted,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654056225,2012-03-26,0,12:12:01+01:00,Closed,Completed,Major,Org line C,E_4,G93 2nd,PROD219,in,Sweden,Alam
1-654146231,2012-01-27,-59,14:14:23+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_2,G25 3rd,PROD179,se,Sweden,Mikael
1-654146231,2012-02-01,5,14:22:59+01:00,In Progress,Accepted,Medium,Org line A2,A2_2,G25 3rd,PROD179,se,Sweden,Mikael
1-654146231,2012-02-01,0,14:28:08+01:00,Closed,Completed,Medium,Org line A2,A2_2,G25 3rd,PROD179,se,Sweden,Mikael
1-654348241,2012-01-27,-5,18:50:41+01:00,In Progress,Accepted,High,Org line C,V3_2,T14,PROD436,fr,France,Thierry
1-654348241,2012-01-27,0,18:51:43+01:00,In Progress,Accepted,High,Org line C,V3_2,T14,PROD436,fr,France,Thierry
1-654348241,2012-05-10,104,07:35:21+01:00,Closed,Completed,High,Org line C,V3_2,T14,PROD436,fr,France,Thierry
1-654369162,2012-01-27,-104,19:32:02+01:00,In Progress,Accepted,Medium,Org line A2,A2_5,N30 2nd,PROD487,us,USA,Stephen
1-654369162,2012-02-07,11,14:48:12+01:00,Closed,Completed,Medium,Org line A2,A2_5,N30 2nd,PROD487,us,USA,Stephen
1-654403938,2012-01-27,-11,23:26:12+01:00,In Progress,Accepted,Medium,Org line B,E_6,S16,PROD119,br,Brazil,Valdir
1-654403938,2012-01-27,0,23:29:00+01:00,Awaiting Assignment,Queued,Medium,Org line B,E_6,S16,PROD119,br,Brazil,Valdir
1-654403938,2012-02-04,8,10:17:21+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_2,S2 2nd,PROD119,br,Brazil,Henrique
1-654403938,2012-02-10,6,13:31:18+01:00,Awaiting Assignment,Queued,Medium,Org line A2,A2_3,S3 2nd,PROD119,br,Brazil,Carlos
1-654403938,2012-02-10,0,16:48:47+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,S3 2nd,PROD119,br,Brazil,Marcelo
1-654403938,2012-03-14,33,13:41:16+01:00,Closed,Completed,Medium,Org line A2,A2_3,S3 2nd,PROD119,br,Brazil,Marcelo
1-655213351,2012-01-30,-44,10:33:13+01:00,In Progress,Accepted,High,Org line C,E_6,V29 2nd,PROD193,fr,France,Arnaud
1-655213351,2012-02-07,8,15:39:27+01:00,In Progress,Accepted,High,Org line C,E_6,V29 2nd,PROD193,fr,France,Arnaud
1-655213351,2012-02-07,0,15:40:13+01:00,Closed,Completed,High,Org line C,E_6,V29 2nd,PROD193,fr,France,Arnaud
1-655235043,2012-01-30,-8,11:16:44+01:00,In Progress,Accepted,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655235043,2012-01-30,0,11:17:24+01:00,Wait,Accepted,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655235043,2012-02-13,14,18:46:40+01:00,In Progress,Accepted,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655235043,2012-02-13,0,18:46:49+01:00,Closed,Completed,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655235043,2012-02-27,14,16:32:53+01:00,In Progress,Accepted,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655235043,2012-02-27,0,16:34:24+01:00,Wait,Accepted,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655235043,2012-02-29,2,10:51:23+01:00,Closed,Completed,Medium,Org line C,E_8,G181 2nd,PROD476,in,INDIA,Karrthik
1-655379467,2012-01-30,-30,13:01:10+01:00,In Progress,Accepted,Low,Org line G4,,S28 2nd,PROD343,se,Sweden,Reine
1-655379467,2012-03-21,51,09:30:06+01:00,Closed,Completed,Low,Org line G4,,S28 2nd,PROD343,se,Sweden,Reine
1-655429981,2012-01-30,-51,13:31:40+01:00,In Progress,Accepted,Medium,Org line C,C_1,L57 3rd,PROD821,fr,France,Raphael
1-655429981,2012-04-05,66,15:58:20+01:00,Closed,Completed,Medium,Org line C,C_1,L57 3rd,PROD821,fr,France,Raphael
1-655536176,2012-01-30,-66,15:52:24+01:00,In Progress,Accepted,Medium,Org line C,E_4,G88 2nd,PROD815,us,Sweden,Mats
1-655536176,2012-02-22,23,17:53:37+01:00,Closed,Completed,Medium,Org line C,E_4,G88 2nd,PROD815,us,Sweden,Mats
1-655607132,2012-01-30,-23,16:59:26+01:00,In Progress,Accepted,Medium,Org line C,E_10,G276 2nd,PROD698,in,Sweden,Manoj
1-655607132,2012-01-30,0,17:17:03+01:00,Wait,Accepted,Medium,Org line C,E_10,G276 2nd,PROD698,in,Sweden,Manoj
1-655607132,2012-02-10,11,16:20:32+01:00,Closed,Completed,Medium,Org line C,E_10,G276 2nd,PROD698,in,Sweden,Manoj
1-655719611,2012-01-30,-11,19:53:15+01:00,In Progress,Accepted,High,Org line B,C_6,S17 3rd,PROD807,br,Brazil,Bruno
1-655719611,2012-03-14,44,15:21:35+01:00,Closed,Completed,High,Org line B,C_6,S17 3rd,PROD807,br,Brazil,Bruno
1-655739451,2012-01-31,-43,04:57:44+01:00,In Progress,Accepted,Low,Org line C,E_1,G13 2nd,PROD433,us,INDIA,Swaroopa
1-655739451,2012-04-11,71,12:05:18+01:00,Closed,Completed,Low,Org line C,E_1,G13 2nd,PROD433,us,INDIA,Swaroopa
1-656151409,2012-01-31,-71,11:05:30+01:00,In Progress,Accepted,Medium,Org line C,,G163 3rd,PROD278,se,Sweden,Sten-흆e
1-656151409,2012-01-31,0,11:06:27+01:00,Assigned,Accepted,Medium,Org line C,,G163 3rd,PROD278,se,Sweden,Sten-흆e
1-656151409,2012-01-31,0,11:15:53+01:00,In Progress,Accepted,Medium,Org line C,,G163 3rd,PROD278,se,Sweden,Patrik
1-656151409,2012-03-21,50,14:39:04+01:00,Closed,Completed,Medium,Org line C,,G163 3rd,PROD278,se,Sweden,Patrik
1-656224707,2012-01-31,-50,13:51:42+01:00,In Progress,Accepted,Major,Org line A2,A2_3,N4 2nd,PROD55,se,Sweden,Andreas
1-656224707,2012-05-07,97,08:07:54+01:00,Closed,Completed,Major,Org line A2,A2_3,N4 2nd,PROD55,se,Sweden,Andreas
1-656225465,2012-01-31,-97,13:29:53+01:00,In Progress,Accepted,Major,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Ingemar
1-656225465,2012-01-31,0,13:34:58+01:00,Awaiting Assignment,Queued,Major,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Ingemar
1-656225465,2012-02-01,1,10:48:06+01:00,In Progress,Accepted,Major,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Ingemar
1-656225465,2012-03-19,47,07:09:57+01:00,Closed,Completed,Major,Org line A2,A2_3,S35 2nd,PROD368,se,Sweden,Ingemar
1-656510751,2012-01-31,-48,18:42:52+01:00,In Progress,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-656510751,2012-02-05,5,12:36:35+01:00,Closed,Completed,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-656510751,2012-02-05,0,12:37:39+01:00,In Progress,Accepted,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-656510751,2012-02-05,0,12:37:58+01:00,Closed,Completed,Medium,Org line G4,,S33 2nd,PROD374,se,Sweden,Per
1-656868426,2012-02-01,-4,07:33:06+01:00,In Progress,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-656868426,2012-02-01,0,07:34:10+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-656868426,2012-02-01,0,08:36:55+01:00,Wait,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-656868426,2012-02-22,21,08:36:51+01:00,Closed,Completed,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-657063150,2012-02-01,-21,11:40:32+01:00,In Progress,Accepted,Medium,Org line C,E_1,G55 2nd,PROD221,be,Belgium,Peter
1-657063150,2012-02-08,7,06:39:43+01:00,Awaiting Assignment,Queued,Medium,Org line C,E_1,G55 2nd,PROD221,be,Belgium,Peter
1-657063150,2012-02-08,0,10:17:39+01:00,In Progress,Accepted,Medium,Org line C,E_1,G55 2nd,PROD221,be,Sweden,Srikanth
1-657063150,2012-02-08,0,12:45:53+01:00,Awaiting Assignment,Queued,Medium,Org line C,E_8,G119 2nd,PROD221,be,INDIA,Vinay
1-657063150,2012-02-17,9,08:55:48+01:00,In Progress,Accepted,Medium,Org line C,E_8,G119 2nd,PROD221,be,INDIA,Vinay
1-657063150,2012-02-17,0,08:59:31+01:00,Assigned,Accepted,Medium,Org line C,E_8,G119 2nd,PROD221,be,INDIA,Anup
1-657063150,2012-02-27,10,10:08:24+01:00,Awaiting Assignment,Queued,Medium,Org line C,E_1,G55 2nd,PROD221,be,Belgium,Peter
1-657063150,2012-02-27,0,13:49:10+01:00,In Progress,Accepted,Medium,Org line C,E_1,G55 2nd,PROD221,be,Sweden,K?e
1-657063150,2012-02-27,0,13:49:32+01:00,Assigned,Accepted,Medium,Org line C,E_1,G55 2nd,PROD221,be,Sweden,Srikanth
1-657063150,2012-03-02,4,11:23:45+01:00,In Progress,Accepted,Medium,Org line C,E_1,G55 2nd,PROD221,be,Sweden,Srikanth
1-657063150,2012-04-18,47,16:23:29+01:00,In Progress,Accepted,Medium,Org line C,E_1,G55 2nd,PROD221,be,Sweden,Patrik
1-657063150,2012-04-18,0,16:25:08+01:00,Closed,Completed,Medium,Org line C,E_1,G55 2nd,PROD221,be,Sweden,Patrik
1-657163590,2012-02-01,-77,13:50:00+01:00,In Progress,Accepted,Low,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Amar
1-657163590,2012-02-01,0,13:51:44+01:00,Assigned,Accepted,Low,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Amar
1-657163590,2012-03-13,41,20:08:32+01:00,Closed,Completed,Low,Org line C,E_4,G93 2nd,PROD325,in,INDIA,Amar
1-657368644,2012-02-01,-41,16:15:24+01:00,In Progress,Accepted,High,Org line A2,A2_4,G118 2nd,PROD591,se,Sweden,Maria
1-657368644,2012-02-03,2,15:04:20+01:00,Closed,Completed,High,Org line A2,A2_4,G118 2nd,PROD591,se,Sweden,Maria
1-657412381,2012-02-01,-2,19:48:25+01:00,Awaiting Assignment,Queued,High,Org line F,,S1 2nd,PROD437,us,Sweden,Craig
1-657412381,2012-02-02,1,09:11:04+01:00,In Progress,Accepted,High,Org line F,,S1 2nd,PROD437,us,Sweden,Stefan
1-657412381,2012-02-08,6,08:07:31+01:00,Closed,Completed,High,Org line F,,S1 2nd,PROD437,us,Sweden,Stefan
1-657412381,2012-03-22,43,19:24:25+01:00,In Progress,Accepted,High,Org line C,V3_3,N22 2nd,PROD437,us,USA,Kymaria
1-657412381,2012-03-28,6,14:29:10+01:00,Closed,Completed,High,Org line C,V3_3,N22 2nd,PROD437,us,USA,Kymaria
1-657534681,2012-02-02,-55,05:27:18+01:00,In Progress,Accepted,Low,Org line C,,S30 2nd,PROD683,jp,Japan,Takashi
1-657534681,2012-02-02,0,05:32:27+01:00,Closed,Completed,Low,Org line C,,S30 2nd,PROD683,jp,Japan,Takashi
1-657768145,2012-02-02,0,10:49:59+01:00,In Progress,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-657768145,2012-02-02,0,11:09:49+01:00,Assigned,Accepted,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-657768145,2012-02-15,13,14:30:50+01:00,Closed,Completed,Medium,Org line G4,,S30 2nd,PROD412,se,Sweden,Marco
1-657874936,2012-02-02,-13,13:11:25+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Michael
1-657874936,2012-04-25,83,12:57:53+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Michael
1-657874936,2012-04-25,0,12:58:49+01:00,Closed,Completed,Medium,Org line A2,A2_4,M13 2nd,PROD563,se,Sweden,Michael
1-657934265,2012-02-02,-83,13:54:21+01:00,In Progress,Accepted,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-657934265,2012-03-11,38,23:34:08+01:00,Closed,Completed,Medium,Org line G3,,G199 3rd,PROD96,us,POLAND,Ewa
1-658022616,2012-02-02,-38,14:53:09+01:00,In Progress,Accepted,Medium,Org line C,E_6,S20 2nd,PROD412,se,Sweden,H?an
1-658022616,2012-03-13,40,08:19:47+01:00,Closed,Completed,Medium,Org line C,E_6,S20 2nd,PROD412,se,Sweden,H?an
1-658063672,2012-02-02,-40,15:49:18+01:00,In Progress,Accepted,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Mikael
1-658063672,2012-03-01,28,10:28:47+01:00,Wait,Accepted,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Mikael
1-658063672,2012-05-09,69,13:12:09+01:00,Closed,Completed,High,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Mikael
1-658092528,2012-02-02,-97,16:49:22+01:00,In Progress,Accepted,Major,Org line C,E_4,G88 2nd,PROD348,us,USA,Jay
1-658092528,2012-02-02,0,16:50:53+01:00,Closed,Completed,Major,Org line C,E_4,G88 2nd,PROD348,us,USA,Jay
1-658125909,2012-02-02,0,17:16:19+01:00,In Progress,Accepted,Medium,Org line C,E_4,G88 2nd,PROD104,us,USA,Joshua
1-658125909,2012-02-13,11,16:18:46+01:00,Closed,Completed,Medium,Org line C,E_4,G88 2nd,PROD104,us,USA,Joshua
1-658259614,2012-02-02,-11,21:56:06+01:00,In Progress,Accepted,Medium,Org line C,,N13 2nd,PROD572,mx,Mexico,Cesar
1-658259614,2012-02-02,0,22:21:44+01:00,Closed,Completed,Medium,Org line C,,N13 2nd,PROD572,mx,Mexico,Cesar
1-658537939,2012-02-03,1,11:01:25+01:00,In Progress,Accepted,High,Org line A2,A2_3,G362 3rd,PROD241,se,POLAND,Mariusz
1-658537939,2012-02-03,0,11:08:25+01:00,Wait,Accepted,High,Org line A2,A2_3,G362 3rd,PROD241,se,POLAND,Mariusz
1-658537939,2012-02-06,3,09:23:27+01:00,Closed,Completed,High,Org line A2,A2_3,G362 3rd,PROD241,se,POLAND,Mariusz
1-658594692,2012-02-03,-3,14:55:04+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Grzegorz
1-658594692,2012-02-08,5,10:07:57+01:00,Wait,Accepted,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Grzegorz
1-658594692,2012-04-23,75,12:39:22+01:00,Closed,Completed,Medium,Org line A2,A2_3,N26 2nd,PROD791,pl,POLAND,Grzegorz
1-658627294,2012-02-03,-80,13:48:01+01:00,In Progress,Accepted,Major,Org line C,,U5 2nd,PROD773,fr,France,Julien
1-658627294,2012-03-28,54,08:13:29+01:00,In Progress,Accepted,Major,Org line C,,U5 2nd,PROD773,fr,France,Julien
1-658627294,2012-03-28,0,08:27:24+01:00,Closed,Completed,Major,Org line C,,U5 2nd,PROD773,fr,France,Julien
1-658627419,2012-02-03,-54,14:00:21+01:00,In Progress,Accepted,Major,Org line C,,U5 2nd,PROD773,fr,France,Julien
1-658627419,2012-03-28,54,08:28:54+01:00,In Progress,Accepted,Major,Org line C,,U5 2nd,PROD773,fr,France,Julien
1-658627419,2012-03-28,0,08:34:32+01:00,Closed,Completed,Major,Org line C,,U5 2nd,PROD773,fr,France,Julien
1-658792860,2012-02-03,-54,18:03:02+01:00,In Progress,Accepted,High,Org line C,C_6,G273 3rd,PROD803,se,France,Fabien
1-658792860,2012-04-02,59,11:31:34+01:00,In Progress,Accepted,High,Org line C,C_6,G273 3rd,PROD803,se,France,Fabien
1-658792860,2012-04-02,0,11:33:40+01:00,Closed,Completed,High,Org line C,C_6,G273 3rd,PROD803,se,France,Fabien
1-659137375,2012-02-06,-56,07:53:05+01:00,In Progress,Accepted,Medium,Org line C,E_4,G88 2nd,PROD181,us,INDIA,Irfan
1-659137375,2012-02-06,0,09:47:54+01:00,Wait,Accepted,Medium,Org line C,E_4,G88 2nd,PROD181,us,INDIA,Irfan
1-659137375,2012-03-29,52,07:30:58+01:00,Closed,Completed,Medium,Org line C,E_4,G88 2nd,PROD181,us,INDIA,Irfan
1-659170761,2012-02-06,-52,08:21:45+01:00,In Progress,Accepted,Medium,Org line A2,A2_4,V23 2nd,PROD231,fr,France,Asim
1-659170761,2012-02-22,16,15:32:21+01:00,Closed,Completed,Medium,Org line A2,A2_4,V23 2nd,PROD231,fr,France,Asim
1-659231191,2012-02-06,-16,09:49:01+01:00,In Progress,Accepted,Medium,Org line G4,,S28 2nd,PROD108,se,Sweden,Mattias
1-659231191,2012-02-27,21,14:31:19+01:00,Closed,Completed,Medium,Org line G4,,S28 2nd,PROD108,se,Sweden,Mattias
1-659239126,2012-02-06,-21,10:32:53+01:00,In Progress,Accepted,Medium,Org line A2,A2_5,A10,PROD461,se,Sweden,P?
1-659239126,2012-02-06,0,10:34:28+01:00,Assigned,Accepted,Medium,Org line A2,A2_5,A10,PROD461,se,Sweden,P?
1-659239126,2012-04-24,78,15:29:36+01:00,Closed,Completed,Medium,Org line A2,A2_5,A10,PROD461,se,Sweden,P?
1-659284621,2012-02-06,-78,10:25:34+01:00,In Progress,Accepted,Low,Org line C,C_6,G225 3rd,PROD481,fr,France,Ludovic
1-659284621,2012-02-06,0,10:30:16+01:00,Closed,Completed,Low,Org line C,C_6,G225 3rd,PROD481,fr,France,Ludovic
1-659284863,2012-02-06,0,10:28:23+01:00,In Progress,Accepted,Low,Org line C,C_6,G225 3rd,PROD256,fr,France,Ludovic
1-659284863,2012-02-06,0,10:30:54+01:00,Closed,Completed,Low,Org line C,C_6,G225 3rd,PROD256,fr,France,Ludovic
1-659376592,2012-02-06,0,12:40:31+01:00,In Progress,Accepted,High,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-659376592,2012-02-09,3,13:29:59+01:00,Closed,Completed,High,Org line G4,,S33 2nd,PROD374,se,Sweden,Roland
1-659539868,2012-02-06,-3,14:22:56+01:00,In Progress,Accepted,Medium,Org line A2,A2_3,S21 2nd,PROD231,se,Sweden,Kristina
1-659539868,2012-03-27,50,13:15:36+01:00,Closed,Completed,Medium,Org line A2,A2_3,S21 2nd,PROD231,se,Sweden,Kristina
1-659618631,2012-02-06,-50,15:35:43+01:00,In Progress,Accepted,Medium,Org line G4,,S33 2nd,PROD397,se,Sweden,Bharath
1-659618631,2012-02-20,14,10:48:15+01:00,Closed,Completed,Medium,Org line G4,,S33 2nd,PROD397,se,Sweden,Bharath
1-659716213,2012-02-06,-14,18:20:13+01:00,Awaiting Assignment,Queued,Major,Org line A2,A2_1,N24 2nd,PROD214,us,USA,Shelly
1-659716213,2012-02-15,9,14:52:00+01:00,In Progress,Accepted,Major,Org line A2,A2_5,N30 2nd,PROD214,us,USA,Stephen
1-659716213,2012-02-15,0,14:55:04+01:00,Closed,Completed,Major,Org line A2,A2_5,N30 2nd,PROD214,us,USA,Stephen
1-659718901,2012-02-06,-9,18:01:49+01:00,In Progress,Accepted,High,Org line F,,S1 2nd,PROD807,us,Sweden,Craig
1-659718901,2012-02-06,0,18:26:03+01:00,In Progress,Accepted,High,Org line F,,S1 2nd,PROD807,us,Sweden,Craig
1-659718901,2012-02-08,2,16:27:59+01:00,In Progress,Accepted,High,Org line F,,S1 2nd,PROD807,us,Sweden,Craig
1-659718901,2012-05-07,89,17:11:25+01:00,In Progress,Accepted,High,Org line C,,N6 2nd,PROD807,us,USA,Kevin
1-659718901,2012-05-07,0,17:16:40+01:00,Closed,Completed,High,Org line C,,N6 2nd,PROD807,us,USA,Kevin
1-659782951,2012-02-06,-91,23:10:51+01:00,In Progress,Accepted,Medium,Org line C,E_4,G88 2nd,PROD214,us,USA,Joshua
1-659782951,2012-02-17,11,17:26:13+01:00,Closed,Completed,Medium,Org line C,E_4,G88 2nd,PROD214,us,USA,Joshua
1-659922661,2012-02-07,-10,08:29:35+01:00,In Progress,Accepted,Medium,Org line C,C_6,G250 3rd,PROD660,se,Sweden,Tomas
1-659922661,2012-02-08,1,08:44:29+01:00,Awaiting Assignment,Queued,Medium,Org line C,C_6,G250 3rd,PROD660,se,Sweden,Tomas
1-659922661,2012-02-08,0,17:56:25+01:00,In Progress,Accepted,Medium,Org line C,C_6,G250 3rd,PROD660,se,Sweden,Per
1-659922661,2012-02-08,0,18:08:21+01:00,Wait,Accepted,Medium,Org line C,C_6,G250 3rd,PROD660,se,Sweden,Per
1-659922661,2012-03-14,35,12:09:09+01:00,In Progress,Accepted,Medium,Org line C,C_6,G250 3rd,PROD660,se,Sweden,Per
1-659922661,2012-03-14,0,12:10:17+01:00,Closed,Completed,Medium,Org line C,C_6,G250 3rd,PROD660,se,Sweden,Per
1-659934601,2012-02-07,-36,08:46:36+01:00,Wait,Accepted,Medium,Org line A2,A2_5,A10,PROD320,se,Sweden,Lisbeth
1-659934601,2012-02-22,15,13:51:42+01:00,In Progress,Accepted,Medium,Org line A2,A2_5,A10,PROD320,se,Sweden,Lisbeth
1-659934601,2012-02-23,1,09:22:46+01:00,Wait,Accepted,Medium,Org line A2,A2_5,A10,PROD320,se,Sweden,Lisbeth
1-659934601,2012-04-16,53,10:56:35+01:00,Closed,Completed,Medium,Org line A2,A2_5,A10,PROD320,se,Sweden,Lisbeth
1-660054568,2012-02-07,-69,12:44:43+01:00,In Progress,Accepted,Major,Org line C,C_6,G254 3rd,PROD683,se,Sweden,Daniel
1-660054568,2012-03-07,29,11:52:21+01:00,Closed,Completed,Major,Org line C,C_6,G254 3rd,PROD683,se,Sweden,Daniel
1-660268091,2012-02-07,-29,15:03:08+01:00,In Progress,Accepted,Major,Org line C,E_8,G186 2nd,PROD597,in,INDIA,Mahesh
1-660268091,2012-02-17,10,12:16:04+01:00,Awaiting Assignment,Queued,Major,Org line C,E_8,G186 2nd,PROD597,in,INDIA,Mahesh
1-660268091,2012-02-27,10,11:35:59+01:00,In Progress,Accepted,Major,Org line C,E_8,G186 2nd,PROD597,in,INDIA,Pavan
1-660268091,2012-02-27,0,11:36:30+01:00,Assigned,Accepted,Major,Org line C,E_8,G186 2nd,PROD597,in,Sweden,John
1-660268091,2012-03-06,8,11:00:41+01:00,In Progress,Accepted,Major,Org line C,E_8,G186 2nd,PROD597,in,Sweden,John
1-660268091,2012-03-06,0,11:01:05+01:00,Closed,Completed,Major,Org line C,E_8,G186 2nd,PROD597,in,Sweden,John
1-660268091,2012-03-08,2,14:42:17+01:00,In Progress,Accepted,Major,Org line C,E_8,G181 2nd,PROD597,in,Sweden,John
1-660268091,2012-03-08,0,14:51:56+01:00,Awaiting Assignment,Queued,Major,Org line C,E_7,G157 2nd,PROD597,in,INDIA,Rajesh Kumar
1-660268091,2012-03-15,7,12:38:48+01:00,In Progress,Accepted,Major,Org line C,E_7,G157 2nd,PROD597,in,INDIA,Rajesh Kumar
1-660268091,2012-03-15,0,12:39:42+01:00,Closed,Completed,Major,Org line C,E_7,G157 2nd,PROD597,in,INDIA,Rajesh Kumar
1-660268091,2012-03-15,0,14:01:24+01:00,In Progress,Accepted,Major,Org line C,E_7,G157 2nd,PROD597,in,INDIA,Rajesh Kumar
1-660268091,2012-03-15,0,14:05:26+01:00,Closed,Completed,Major,Org line C,E_7,G157 2nd,PROD597,in,INDIA,Rajesh Kumar
1-660374694,2012-02-07,-37,16:09:05+01:00,In Progress,Accepted,Medium,Org line C,V3_3,V42 2nd,PROD358,fr,France,Celine
1-660374694,2012-02-07,0,16:30:08+01:00,In Progress,Accepted,Medium,Org line C,V3_3,V42 2nd,PROD358,fr,France,Celine
1-660374694,2012-02-27,20,10:32:13+01:00,In Progress,Accepted,Medium,Org line C,E_6,V29 2nd,PROD358,fr,France,Bruno
1-660374694,2012-05-09,72,09:28:09+01:00,Closed,Completed,Medium,Org line C,E_6,V29 2nd,PROD358,fr,France,Bruno
1-660393401,2012-02-07,-92,17:09:58+01:00,In Progress,Accepted,Low,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-660393401,2012-02-21,14,13:49:07+01:00,Wait,Accepted,Low,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-660393401,2012-02-28,7,09:49:20+01:00,Closed,Completed,Low,Org line C,C_6,G273 3rd,PROD802,se,Sweden,Martin
1-660483225,2012-02-08,-20,06:10:13+01:00,In Progress,Accepted,Medium,Org line C,E_1,G294 2nd,PROD306,se,INDIA,Chiranjeevi
1-660483225,2012-02-21,13,06:15:11+01:00,Closed,Completed,Medium,Org line C,E_1,G294 2nd,PROD306,se,INDIA,Chiranjeevi
1-660509893,2012-02-08,-13,00:30:49+01:00,In Progress,Accepted,Medium,Org line A2,D_1,V10 3rd,PROD69,pl,POLAND,Rafal
1-660509893,2012-02-08,0,00:58:28+01:00,Awaiting Assignment,Queued,Medium,Org line A2,D_1,V10 3rd,PROD69,pl,POLAND,Rafal
1-660509893,2012-02-09,1,09:59:49+01:00,In Progress,Accepted,Medium,Org line A2,D_1,V10 3rd,PROD69,pl,POLAND,Rafal
1-660509893,2012-03-14,34,13:35:25+01:00,Closed,Completed,Medium,Org line A2,D_1,V10 3rd,PROD69,pl,POLAND,Rafal
1-660592931,2012-02-08,-35,05:57:07+01:00,In Progress,Accepted,High,Org line C,E_3,G64 2nd,PROD379,be,France,Marie-Aimee
1-660592931,2012-03-14,35,11:18:45+01:00,Closed,Completed,High,Org line C,E_3,G64 2nd,PROD379,be,France,Marie-Aimee
1-660602952,2012-02-08,-35,07:29:21+01:00,In Progress,Accepted,Medium,Org line C,E_4,G93 2nd,PROD279,in,Sweden,Devashish
1-660602952,2012-02-21,13,08:35:31+01:00,Closed,Completed,Medium,Org line C,E_4,G93 2nd,PROD279,in,Sweden,Devashish
